q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
28,firm_7,7,True,False,False,27500000.0,250,0,245641244.92967594,55.793175276167595,57.81126373181633,35000000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
28,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
28,firm_9,9,True,False,False,32375000.0,175,0,1014785683.8427093,38.89942617241422,49.13006838733744,23860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
28,firm_10,10,True,False,False,28560000.0,238,0,245901682.19906938,39.014727897085564,53.13032717991169,24000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
28,firm_11,11,True,False,False,17160000.0,132,0,41153625.0,32.386,16.29,6100000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
29,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
29,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
29,firm_2,2,True,False,False,29095000.0,253,0,1332300571.3598876,59.13546777243035,67.28689527517948,162820000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
29,firm_3,3,True,False,False,26250000.0,250,0,970981313.4014395,37.871890713912336,83.68217334302663,31415000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
29,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
29,firm_5,5,True,False,False,32500000.0,250,0,520900766.6598149,71.7976442643242,86.01331582848186,204500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
29,firm_6,6,True,False,False,39725000.0,227,0,510132939.5962485,44.993996812786726,49.40474418275627,34500000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
29,firm_7,7,True,False,False,26250000.0,250,0,242166889.5085771,56.3788116418911,57.25567005582023,40600000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
29,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
29,firm_9,9,True,False,False,37440000.0,192,0,1018133453.6843477,39.39335428996593,51.43724872911047,26860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
29,firm_10,10,True,False,False,29760000.0,248,0,465821453.7360218,39.25906514171672,57.94686588377916,26500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
29,firm_11,11,True,False,False,24570000.0,182,0,9858249.643738747,34.605457200000004,23.200750989,11700000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
29,firm_12,12,True,True,False,0.0,0,0,1500000.0,30.0,10.0,1000000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
30,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
30,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
30,firm_2,2,True,False,False,28750000.0,250,0,1330881649.459916,59.25897074144033,66.4487727119924,167720000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
30,firm_3,3,True,False,False,26250000.0,250,0,906323336.3940055,40.40426756608544,83.65677980458369,38415000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
30,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
30,firm_5,5,True,False,False,32500000.0,250,0,465882996.5292378,72.71012930834098,85.07913503658338,216500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
30,firm_6,6,True,False,False,53625000.0,325,0,532789809.79198027,46.949483070951004,51.65226413912008,41500000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
30,firm_7,7,True,False,False,31250000.0,250,0,241902901.5641014,56.923570589287095,57.60298685747624,46200000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
30,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
30,firm_9,9,True,False,False,68265000.0,333,0,1138376319.4507766,38.40852043271678,51.552019125918314,26860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
30,firm_10,10,True,False,False,34320000.0,264,0,460303713.4339449,38.76351599204006,61.29028015526147,27500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
30,firm_11,11,True,False,False,58860000.0,436,0,291926660.6604555,34.525055283600004,25.2658365457598,13200000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
30,firm_12,12,True,False,False,32500000.0,250,0,76865625.0,29.25,19.53,1000000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
31,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
31,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
31,firm_2,2,True,False,False,32000000.0,250,0,1332819352.6156201,59.146395055991924,65.85799853322051,171920000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
31,firm_3,3,True,False,False,26250000.0,250,0,857989293.733129,40.82445845534725,81.23412439912879,41415000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
31,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
31,firm_5,5,True,False,False,33750000.0,250,0,422308032.8147001,73.07556573096518,84.85441792236153,226500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
31,firm_6,6,True,False,False,41250000.0,250,0,599658405.4793143,48.74657494220397,53.65425078416092,48500000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
31,firm_7,7,True,False,False,30625000.0,250,0,239915360.19471863,57.430305362154854,59.372463007355975,51800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
31,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
31,firm_9,9,True,False,False,53750000.0,250,0,1172736935.610382,38.03958562574478,52.06997774739175,28060000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
31,firm_10,10,True,False,False,33750000.0,250,0,440763929.0045464,39.01915777239826,63.466657152653056,30000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
31,firm_11,11,True,False,False,33750000.0,250,0,298920128.6574619,34.53457896469018,27.77064508460474,14866000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
31,firm_12,12,True,False,False,32500000.0,250,0,77326141.66666667,29.197950000000002,28.521925875,2200000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
32,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
32,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
32,firm_2,2,True,False,False,28750000.0,250,0,1281709749.7836123,59.26919649339724,67.43988168012262,176820000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
32,firm_3,3,True,False,False,31875000.0,250,0,810265541.411414,41.22405999103523,81.1548324020987,44415000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
32,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
32,firm_5,5,True,False,False,35000000.0,250,0,377819334.5747443,73.8334222775184,85.31266214308414,238500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
32,firm_6,6,True,False,False,41250000.0,250,0,359455417.7545732,50.39810237188545,55.94125387711552,55500000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
32,firm_7,7,True,False,False,30625000.0,250,0,235267746.46735823,58.71900818492307,60.71496249609172,59800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
32,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
32,firm_9,9,True,False,False,52500000.0,250,0,1292854218.589772,37.782552626092816,52.25748595406563,29460000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
32,firm_10,10,True,False,False,35000000.0,250,0,440414581.4009396,39.26329567264034,65.01173911141342,32500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
32,firm_11,11,True,False,False,33750000.0,250,0,301997318.1067931,34.54373762213154,31.354326996424863,16532000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
32,firm_12,12,True,False,False,36250000.0,250,0,155496621.5096552,29.14770093,35.374344827450905,3400000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
33,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
33,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
33,firm_2,2,True,False,False,33750000.0,250,0,1283894541.1163225,59.38411407852113,68.58400026872971,181720000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
33,firm_3,3,True,False,False,33750000.0,250,0,772756814.1403797,41.133873531402784,78.90377918194666,46415000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
33,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
33,firm_5,5,True,False,False,35000000.0,250,0,330594706.10516274,74.08091293837897,85.52157537555743,248500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
33,firm_6,6,True,False,False,41250000.0,250,0,336305081.42662597,53.30470921334993,58.64061082198446,66000000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
33,firm_7,7,True,False,False,28750000.0,250,0,753732013.6686376,59.89301645646491,63.172779523712606,67800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
33,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
33,firm_9,9,True,False,False,52500000.0,250,0,1307673465.8628054,37.53482422102825,51.19859401287122,30860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
33,firm_10,10,True,False,False,35000000.0,250,0,433885321.69491553,39.25350055006208,66.09368966678917,34500000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
33,firm_11,11,True,False,False,33750000.0,250,0,305974347.4482165,34.55254524655048,38.535732564886324,18198000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
33,firm_12,12,True,False,False,36250000.0,250,0,157716983.18445224,28.793108545839598,41.161172228110914,4060000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
34,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
34,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
34,firm_2,2,True,False,False,34762500.0,250,0,1233880324.889334,59.49165395468007,69.64512026101039,186620000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
34,firm_3,3,True,False,False,35000000.0,250,0,750279605.4700774,40.48226990251674,76.52265147456734,47215000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
34,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
34,firm_5,5,True,False,False,35000000.0,250,0,297301689.8434916,73.88771168686324,85.15852730706519,256500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
34,firm_6,6,True,False,False,38750000.0,250,0,293792495.62334174,57.20196405112099,62.995103478783264,80000000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
34,firm_7,7,True,False,False,28750000.0,250,0,745532711.1910607,60.96253799183954,65.67276062616483,75800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
34,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
34,firm_9,9,True,False,False,53750000.0,250,0,1326485948.0970194,36.59645361550255,49.37588856342274,30860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
34,firm_10,10,True,False,False,35000000.0,250,0,426385377.9469,39.487093025309285,66.83111706977053,37000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
34,firm_11,11,True,False,False,33750000.0,250,0,310502410.1292708,34.57881700003363,38.186341663034135,19898000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
34,firm_12,12,True,False,False,37500000.0,250,0,384330412.865797,28.187211858520264,45.43111114129235,4260000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
35,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
35,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
35,firm_2,2,True,False,False,35500000.0,250,0,1135087952.0493045,59.592289770789606,70.34649243029158,191520000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
35,firm_3,3,True,False,False,32500000.0,250,0,725101847.6595081,39.60353287037218,74.0489674664921,47495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
35,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
35,firm_5,5,True,False,False,36250000.0,250,0,254389964.43336698,74.1295019597426,85.01523432291027,266500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
35,firm_6,6,True,False,False,38750000.0,250,0,303675271.14235955,59.88052640093535,66.50674217592484,92000000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
35,firm_7,7,True,False,False,31250000.0,250,0,741854790.0280952,61.93687211056582,65.58754734135758,83800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
35,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
35,firm_9,9,True,False,False,55000000.0,250,0,1346812781.3622422,35.681542275114985,47.217294126102566,30860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
35,firm_10,10,True,False,False,33750000.0,250,0,410262504.62124854,41.404535234461704,67.37778543007332,43000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
35,firm_11,11,True,False,False,33750000.0,250,0,313958738.7881746,35.04893870823211,38.215105220256504,22448000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
35,firm_12,12,True,False,False,38750000.0,250,0,394246900.0144118,27.482531562057257,46.65604314395476,4260000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
36,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
36,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
36,firm_2,2,True,False,False,36875000.0,250,0,1139878715.9678319,59.233898412937755,70.25712342402983,195020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
36,firm_3,3,True,False,False,31250000.0,250,0,676424382.4453964,42.96199018194608,74.40231793233507,56495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
36,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
36,firm_5,5,True,False,False,36250000.0,250,0,205224854.56395933,74.34590425396962,85.60802200612844,276500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
36,firm_6,6,True,False,False,38750000.0,250,0,254463597.06940114,62.23498270642217,69.15199572834513,104000000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
36,firm_7,7,True,False,False,35000000.0,250,0,741858201.5799003,62.82449049272547,65.63080311394414,91800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
36,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
36,firm_9,9,True,False,False,39600000.0,180,0,1360257972.6180706,34.78950371823711,44.19059622942329,30860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
36,firm_10,10,True,False,False,31725000.0,235,0,385963504.9467611,43.182004162346,68.09591301894457,49000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
36,firm_11,11,True,False,False,33075000.0,245,0,317217031.9189234,35.41977561732824,39.26636445655858,24848000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
36,firm_12,12,True,False,False,41250000.0,250,0,403531918.65713435,26.795468273005824,47.92784809022149,4260000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
37,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
37,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
37,firm_2,2,True,False,False,35400000.0,240,0,643660927.3871915,59.35108213482715,70.65417008817786,199920000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
37,firm_3,3,True,False,False,35000000.0,250,0,641381596.0792153,44.625764898664016,74.20379084204903,62495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
37,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
37,firm_5,5,True,False,False,37500000.0,250,0,164593314.1387658,74.9500498392393,85.21655236362197,288500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
37,firm_6,6,True,False,False,38750000.0,250,0,195685185.78461656,64.30454979894509,73.78670340807962,116000000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
37,firm_7,7,True,False,False,33075000.0,245,0,739651879.9783975,63.6331108388729,67.0595627837928,99800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
37,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
37,firm_9,9,True,False,False,35000000.0,140,0,1465742345.070687,33.91976612528118,43.069798111637404,30860000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
37,firm_10,10,True,False,False,33075000.0,245,0,816922465.7491398,44.82971785849473,68.91179389410334,55000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
37,firm_11,11,True,False,False,31725000.0,235,0,316473514.66188395,35.98087825306688,44.50089622475974,27648000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
37,firm_12,12,True,False,False,35475000.0,215,0,430398201.0066,26.125581566180678,50.9103596832746,4260000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
38,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
38,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
38,firm_2,2,True,False,False,29430000.0,218,0,642572746.3154416,59.46074266177125,70.45978625312736,204820000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
38,firm_3,3,True,False,False,32100000.0,214,0,609940099.9015627,44.83910241862948,72.82708347493143,65495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
38,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
38,firm_5,5,True,False,False,32335000.0,223,0,141671549.1388825,75.08029460611917,85.15463087434138,298500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
38,firm_6,6,True,False,False,34485000.0,209,0,130638684.69398777,66.78049555697214,75.73801856402794,130300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
38,firm_7,7,True,False,False,30645000.0,227,0,733472532.9682595,64.36976397421321,68.11180585563054,107800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
38,firm_8,8,True,True,False,0.0,0,0,2000000.0,30.0,10.0,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
38,firm_9,9,True,False,False,49000000.0,200,0,1111105159.0983694,33.70614221734645,43.52046524067937,32060000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
38,firm_10,10,True,False,False,30940000.0,221,0,797954111.9183302,45.47442394056053,69.73460844398635,59000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
38,firm_11,11,True,False,False,30105000.0,223,0,315306475.490481,36.515384623871505,43.9447742696617,30448000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
38,firm_12,12,True,False,False,25375000.0,175,0,471376500.7106047,26.29983551348494,52.96602934342289,5660000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
39,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
39,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
39,firm_2,2,True,False,False,35625000.0,285,0,642480232.049708,59.33634314179145,70.87007816562591,209020000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
39,firm_3,3,True,False,False,36975000.0,255,0,588947842.3233759,44.60069921946567,71.02721646930017,67495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
39,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
39,firm_5,5,False,False,True,40165000.0,277,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
39,firm_6,6,True,False,False,40425000.0,245,0,59465148.96696962,69.76171379007174,78.1043102329257,147800000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
39,firm_7,7,True,False,False,35200000.0,275,0,727058921.6940248,65.04085498050824,71.36110516460184,115800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
